year,month,admin,category,commodity,price,usdprice
2021,7,Al Maharah,cereals and tubers,Rice (imported),1200.0,4.7982
2021,7,Al Maharah,cereals and tubers,Wheat,400.0,1.5994
2021,7,Al Maharah,cereals and tubers,Wheat flour,400.0,1.5994
2021,7,Al Maharah,"meat, fish and eggs",Eggs,100.0,0.3999
2021,7,Al Maharah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",116000.0,463.8266
2021,7,Al Maharah,miscellaneous food,Salt,200.0,0.7997
2021,7,Al Maharah,miscellaneous food,Sugar,500.0,1.9993
2021,7,Al Maharah,non-food,Fuel (diesel),560.0,2.2392
2021,7,Al Maharah,non-food,Fuel (gas),4800.0,19.1928
2021,7,Al Maharah,non-food,Fuel (petrol-gasoline),560.0,2.2392
2021,7,Al Maharah,non-food,Milling cost (wheat),1550.0,6.1977
2021,7,Al Maharah,non-food,Wage (non-qualified labour),8000.0,31.988
2021,7,Al Maharah,non-food,Wage (qualified labour),15000.0,59.9776
2021,7,Al Maharah,oil and fats,Oil (vegetable),1250.0,4.9981
2021,7,Al Maharah,pulses and nuts,Beans (kidney red),1500.0,5.9978
2021,7,Al Maharah,pulses and nuts,Beans (white),1300.0,5.1981
2021,7,Al Maharah,pulses and nuts,Lentils,1400.0,5.5979
2021,7,Al Maharah,vegetables and fruits,Onions,580.0,2.3191
2021,7,Al Maharah,vegetables and fruits,Tomatoes,880.0,3.5187
2021,8,Al Maharah,cereals and tubers,Potatoes,800.0,3.1988
2021,8,Al Maharah,cereals and tubers,Rice (imported),1300.0,5.1981
2021,8,Al Maharah,cereals and tubers,Wheat,600.0,2.3991
2021,8,Al Maharah,cereals and tubers,Wheat flour,600.0,2.3991
2021,8,Al Maharah,"meat, fish and eggs",Eggs,100.0,0.3999
2021,8,Al Maharah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",112500.0,449.8318
2021,8,Al Maharah,miscellaneous food,Salt,200.0,0.7997
2021,8,Al Maharah,miscellaneous food,Sugar,600.0,2.3991
2021,8,Al Maharah,non-food,Fuel (diesel),572.5,2.2891
2021,8,Al Maharah,non-food,Fuel (gas),5000.0,19.9925
2021,8,Al Maharah,non-food,Fuel (petrol-gasoline),572.5,2.2891
2021,8,Al Maharah,non-food,Milling cost (wheat),1550.0,6.1977
2021,8,Al Maharah,non-food,Wage (non-qualified labour),8000.0,31.988
2021,8,Al Maharah,non-food,Wage (qualified labour),15000.0,59.9776
2021,8,Al Maharah,oil and fats,Oil (vegetable),1400.0,5.5979
2021,8,Al Maharah,pulses and nuts,Beans (kidney red),1500.0,5.9978
2021,8,Al Maharah,pulses and nuts,Beans (white),1300.0,5.1981
2021,8,Al Maharah,pulses and nuts,Lentils,1400.0,5.5979
2021,8,Al Maharah,vegetables and fruits,Onions,550.0,2.1992
2021,8,Al Maharah,vegetables and fruits,Tomatoes,1200.0,4.7982
2021,9,Al Maharah,cereals and tubers,Potatoes,1000.0,3.9985
2021,9,Al Maharah,cereals and tubers,Rice (imported),1420.0,5.6779
2021,9,Al Maharah,cereals and tubers,Wheat,660.0,2.639
2021,9,Al Maharah,cereals and tubers,Wheat flour,660.0,2.639
2021,9,Al Maharah,"meat, fish and eggs",Eggs,100.0,0.3999
2021,9,Al Maharah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",112000.0,447.8326
2021,9,Al Maharah,miscellaneous food,Salt,200.0,0.7997
2021,9,Al Maharah,miscellaneous food,Sugar,660.0,2.639
2021,9,Al Maharah,non-food,Fuel (diesel),656.0,2.623
2021,9,Al Maharah,non-food,Fuel (gas),5000.0,19.9925
2021,9,Al Maharah,non-food,Fuel (petrol-gasoline),656.0,2.623
2021,9,Al Maharah,non-food,Milling cost (wheat),1550.0,6.1977
2021,9,Al Maharah,non-food,Wage (non-qualified labour),9200.0,36.7862
2021,9,Al Maharah,non-food,Wage (qualified labour),16000.0,63.9761
2021,9,Al Maharah,oil and fats,Oil (vegetable),1520.0,6.0777
2021,9,Al Maharah,pulses and nuts,Beans (kidney red),2040.0,8.157
2021,9,Al Maharah,pulses and nuts,Beans (white),1720.0,6.8774
2021,9,Al Maharah,pulses and nuts,Lentils,1520.0,6.0777
2021,9,Al Maharah,vegetables and fruits,Onions,780.0,3.1188
2021,9,Al Maharah,vegetables and fruits,Tomatoes,1420.0,5.6779
2021,10,Al Maharah,cereals and tubers,Potatoes,1000.0,3.9985
2021,10,Al Maharah,cereals and tubers,Rice (imported),1500.0,5.9978
2021,10,Al Maharah,cereals and tubers,Wheat,750.0,2.9989
2021,10,Al Maharah,cereals and tubers,Wheat flour,737.5,2.9489
2021,10,Al Maharah,"meat, fish and eggs",Eggs,100.0,0.3999
2021,10,Al Maharah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",140000.0,559.7907
2021,10,Al Maharah,miscellaneous food,Salt,200.0,0.7997
2021,10,Al Maharah,miscellaneous food,Sugar,900.0,3.5987
2021,10,Al Maharah,non-food,Fuel (diesel),862.5,3.4487
2021,10,Al Maharah,non-food,Fuel (gas),6500.0,25.9903
2021,10,Al Maharah,non-food,Fuel (petrol-gasoline),862.5,3.4487
2021,10,Al Maharah,non-food,Milling cost (wheat),1550.0,6.1977
2021,10,Al Maharah,non-food,Wage (non-qualified labour),9750.0,38.9854
2021,10,Al Maharah,non-food,Wage (qualified labour),16500.0,65.9753
2021,10,Al Maharah,oil and fats,Oil (vegetable),1762.5,7.0474
2021,10,Al Maharah,pulses and nuts,Beans (kidney red),2400.0,9.5964
2021,10,Al Maharah,pulses and nuts,Beans (white),2000.0,7.997
2021,10,Al Maharah,pulses and nuts,Lentils,1600.0,6.3976
2021,10,Al Maharah,vegetables and fruits,Onions,1050.0,4.1984
2021,10,Al Maharah,vegetables and fruits,Tomatoes,1350.0,5.398
2021,11,Al Maharah,cereals and tubers,Potatoes,1000.0,3.9985
2021,11,Al Maharah,cereals and tubers,Rice (imported),1900.0,7.5972
2021,11,Al Maharah,cereals and tubers,Wheat,950.0,3.7986
2021,11,Al Maharah,cereals and tubers,Wheat flour,940.0,3.7586
2021,11,Al Maharah,"meat, fish and eggs",Eggs,140.0,0.5598
2021,11,Al Maharah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",152000.0,607.7728
2021,11,Al Maharah,miscellaneous food,Salt,200.0,0.7997
2021,11,Al Maharah,miscellaneous food,Sugar,1340.0,5.358
2021,11,Al Maharah,non-food,Fuel (diesel),1280.0,5.1181
2021,11,Al Maharah,non-food,Fuel (gas),6000.0,23.991
2021,11,Al Maharah,non-food,Fuel (petrol-gasoline),1280.0,5.1181
2021,11,Al Maharah,non-food,Milling cost (wheat),1550.0,6.1977
2021,11,Al Maharah,non-food,Wage (non-qualified labour),10800.0,43.1839
2021,11,Al Maharah,non-food,Wage (qualified labour),19200.0,76.7713
2021,11,Al Maharah,oil and fats,Oil (vegetable),2250.0,8.9966
2021,11,Al Maharah,pulses and nuts,Beans (kidney red),2840.0,11.3558
2021,11,Al Maharah,pulses and nuts,Beans (white),2400.0,9.5964
2021,11,Al Maharah,pulses and nuts,Lentils,2080.0,8.3169
2021,11,Al Maharah,vegetables and fruits,Onions,900.0,3.5987
2021,11,Al Maharah,vegetables and fruits,Tomatoes,2300.0,9.1966
2021,12,Al Maharah,cereals and tubers,Potatoes,950.0,3.7986
2021,12,Al Maharah,cereals and tubers,Rice (imported),1925.0,7.6971
2021,12,Al Maharah,cereals and tubers,Wheat,938.0,3.7506
2021,12,Al Maharah,cereals and tubers,Wheat flour,875.0,3.4987
2021,12,Al Maharah,"meat, fish and eggs",Eggs,150.0,0.5998
2021,12,Al Maharah,"meat, fish and eggs","Livestock (sheep, two-year-old male)",140000.0,559.7907
2021,12,Al Maharah,miscellaneous food,Salt,450.0,1.7993
2021,12,Al Maharah,miscellaneous food,Sugar,1163.0,4.6503
2021,12,Al Maharah,non-food,Fuel (diesel),1113.0,4.4503
2021,12,Al Maharah,non-food,Fuel (gas),6500.0,25.9903
2021,12,Al Maharah,non-food,Fuel (petrol-gasoline),1113.0,4.4503
2021,12,Al Maharah,non-food,Milling cost (wheat),1763.0,7.0494
2021,12,Al Maharah,non-food,Wage (non-qualified labour),11500.0,45.9828
2021,12,Al Maharah,non-food,Wage (qualified labour),19500.0,77.9708
2021,12,Al Maharah,oil and fats,Oil (vegetable),2000.0,7.997
2021,12,Al Maharah,pulses and nuts,Beans (kidney red),3125.0,12.4953
2021,12,Al Maharah,pulses and nuts,Beans (white),2700.0,10.796
2021,12,Al Maharah,pulses and nuts,Lentils,2400.0,9.5964
2021,12,Al Maharah,vegetables and fruits,Onions,925.0,3.6986
2021,12,Al Maharah,vegetables and fruits,Tomatoes,2050.0,8.1969
2022,1,Al Maharah,non-food,Exchange rate (unofficial),1069.41,4.276
2022,2,Al Maharah,non-food,Exchange rate (unofficial),1119.92,4.478
2016,6,Al Mahwit,cereals and tubers,Potatoes,300.0,1.1996
2016,6,Al Mahwit,cereals and tubers,Rice (imported),362.5,1.4495
2016,6,Al Mahwit,cereals and tubers,Wheat,150.0,0.5998
2016,6,Al Mahwit,cereals and tubers,Wheat flour,171.25,0.6847
2016,6,Al Mahwit,"meat, fish and eggs",Eggs,25.0,0.1
2016,6,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",25000.0,99.9626
2016,6,Al Mahwit,miscellaneous food,Salt,142.5,0.5698
2016,6,Al Mahwit,miscellaneous food,Sugar,273.75,1.0946
2016,6,Al Mahwit,non-food,Exchange rate (unofficial),300.0,1.1996
2016,6,Al Mahwit,non-food,Fuel (diesel),182.5,0.7297
2016,6,Al Mahwit,non-food,Fuel (gas),3175.0,12.6953
2016,6,Al Mahwit,non-food,Fuel (petrol-gasoline),277.5,1.1096
2016,6,Al Mahwit,non-food,Milling cost (wheat),850.0,3.3987
2016,6,Al Mahwit,non-food,Wage (non-qualified labour),2750.0,10.9959
2016,6,Al Mahwit,non-food,Wage (qualified labour),5000.0,19.9925
2016,6,Al Mahwit,oil and fats,Oil (vegetable),457.5,1.8293
2016,6,Al Mahwit,pulses and nuts,Beans (kidney red),485.0,1.9393
2016,6,Al Mahwit,pulses and nuts,Beans (white),358.75,1.4345
2016,6,Al Mahwit,pulses and nuts,Lentils,395.0,1.5794
2016,6,Al Mahwit,vegetables and fruits,Onions,250.0,0.9996
2016,6,Al Mahwit,vegetables and fruits,Tomatoes,318.75,1.2745
2016,7,Al Mahwit,cereals and tubers,Potatoes,325.0,1.2995
2016,7,Al Mahwit,cereals and tubers,Rice (imported),350.0,1.3995
2016,7,Al Mahwit,cereals and tubers,Wheat,135.0,0.5398
2016,7,Al Mahwit,cereals and tubers,Wheat flour,169.0,0.6757
2016,7,Al Mahwit,"meat, fish and eggs",Eggs,30.0,0.12
2016,7,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",26250.0,104.9608
2016,7,Al Mahwit,miscellaneous food,Salt,120.0,0.4798
2016,7,Al Mahwit,miscellaneous food,Sugar,267.0,1.0676
2016,7,Al Mahwit,non-food,Exchange rate (unofficial),306.25,1.2245
2016,7,Al Mahwit,non-food,Fuel (diesel),254.0,1.0156
2016,7,Al Mahwit,non-food,Fuel (gas),4025.0,16.094
2016,7,Al Mahwit,non-food,Fuel (petrol-gasoline),308.0,1.2315
2016,7,Al Mahwit,non-food,Milling cost (wheat),1000.0,3.9985
2016,7,Al Mahwit,non-food,Wage (non-qualified labour),3000.0,11.9955
2016,7,Al Mahwit,non-food,Wage (qualified labour),5000.0,19.9925
2016,7,Al Mahwit,oil and fats,Oil (vegetable),383.0,1.5314
2016,7,Al Mahwit,pulses and nuts,Beans (kidney red),468.0,1.8713
2016,7,Al Mahwit,pulses and nuts,Beans (white),400.0,1.5994
2016,7,Al Mahwit,pulses and nuts,Lentils,400.0,1.5994
2016,7,Al Mahwit,pulses and nuts,"Peas (yellow, split)",400.0,1.5994
2016,7,Al Mahwit,vegetables and fruits,Onions,263.0,1.0516
2016,7,Al Mahwit,vegetables and fruits,Tomatoes,300.0,1.1996
2016,8,Al Mahwit,cereals and tubers,Potatoes,313.0,1.2515
2016,8,Al Mahwit,cereals and tubers,Rice (imported),400.0,1.5994
2016,8,Al Mahwit,cereals and tubers,Wheat,130.0,0.5198
2016,8,Al Mahwit,cereals and tubers,Wheat flour,150.0,0.5998
2016,8,Al Mahwit,"meat, fish and eggs",Eggs,30.0,0.12
2016,8,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",25000.0,99.9626
2016,8,Al Mahwit,miscellaneous food,Salt,120.0,0.4798
2016,8,Al Mahwit,miscellaneous food,Sugar,250.0,0.9996
2016,8,Al Mahwit,non-food,Exchange rate (unofficial),312.5,1.2495
2016,8,Al Mahwit,non-food,Fuel (diesel),250.0,0.9996
2016,8,Al Mahwit,non-food,Fuel (gas),4000.0,15.994
2016,8,Al Mahwit,non-food,Fuel (petrol-gasoline),300.0,1.1996
2016,8,Al Mahwit,non-food,Milling cost (wheat),1000.0,3.9985
2016,8,Al Mahwit,non-food,Wage (non-qualified labour),3000.0,11.9955
2016,8,Al Mahwit,non-food,Wage (qualified labour),5000.0,19.9925
2016,8,Al Mahwit,oil and fats,Oil (vegetable),340.0,1.3595
2016,8,Al Mahwit,pulses and nuts,Beans (kidney red),475.0,1.8993
2016,8,Al Mahwit,pulses and nuts,Beans (white),388.0,1.5514
2016,8,Al Mahwit,pulses and nuts,Lentils,400.0,1.5994
2016,8,Al Mahwit,pulses and nuts,"Peas (yellow, split)",400.0,1.5994
2016,8,Al Mahwit,vegetables and fruits,Onions,250.0,0.9996
2016,8,Al Mahwit,vegetables and fruits,Tomatoes,288.0,1.1516
2016,9,Al Mahwit,cereals and tubers,Potatoes,300.0,1.1996
2016,9,Al Mahwit,cereals and tubers,Rice (imported),400.0,1.5994
2016,9,Al Mahwit,cereals and tubers,Wheat,130.0,0.5198
2016,9,Al Mahwit,cereals and tubers,Wheat flour,150.0,0.5998
2016,9,Al Mahwit,"meat, fish and eggs",Eggs,31.0,0.124
2016,9,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",23750.0,94.9645
2016,9,Al Mahwit,miscellaneous food,Salt,120.0,0.4798
2016,9,Al Mahwit,miscellaneous food,Sugar,250.0,0.9996
2016,9,Al Mahwit,non-food,Exchange rate (unofficial),307.5,1.2295
2016,9,Al Mahwit,non-food,Fuel (diesel),233.0,0.9317
2016,9,Al Mahwit,non-food,Fuel (gas),4000.0,15.994
2016,9,Al Mahwit,non-food,Fuel (petrol-gasoline),210.0,0.8397
2016,9,Al Mahwit,non-food,Milling cost (wheat),1000.0,3.9985
2016,9,Al Mahwit,non-food,Wage (non-qualified labour),3000.0,11.9955
2016,9,Al Mahwit,non-food,Wage (qualified labour),5000.0,19.9925
2016,9,Al Mahwit,oil and fats,Oil (vegetable),280.0,1.1196
2016,9,Al Mahwit,pulses and nuts,Beans (kidney red),450.0,1.7993
2016,9,Al Mahwit,pulses and nuts,Beans (white),400.0,1.5994
2016,9,Al Mahwit,pulses and nuts,Lentils,400.0,1.5994
2016,9,Al Mahwit,pulses and nuts,"Peas (yellow, split)",400.0,1.5994
2016,9,Al Mahwit,vegetables and fruits,Onions,213.0,0.8517
2016,9,Al Mahwit,vegetables and fruits,Tomatoes,275.0,1.0996
2016,10,Al Mahwit,cereals and tubers,Potatoes,325.0,1.2995
2016,10,Al Mahwit,cereals and tubers,Rice (imported),403.0,1.6114
2016,10,Al Mahwit,cereals and tubers,Wheat,133.0,0.5318
2016,10,Al Mahwit,cereals and tubers,Wheat flour,151.0,0.6038
2016,10,Al Mahwit,"meat, fish and eggs",Eggs,35.0,0.1399
2016,10,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",20000.0,79.9701
2016,10,Al Mahwit,miscellaneous food,Salt,120.0,0.4798
2016,10,Al Mahwit,miscellaneous food,Sugar,250.0,0.9996
2016,10,Al Mahwit,non-food,Exchange rate (unofficial),310.0,1.2395
2016,10,Al Mahwit,non-food,Fuel (diesel),184.0,0.7357
2016,10,Al Mahwit,non-food,Fuel (gas),4000.0,15.994
2016,10,Al Mahwit,non-food,Fuel (petrol-gasoline),185.0,0.7397
2016,10,Al Mahwit,non-food,Milling cost (wheat),1000.0,3.9985
2016,10,Al Mahwit,non-food,Wage (non-qualified labour),3000.0,11.9955
2016,10,Al Mahwit,non-food,Wage (qualified labour),5000.0,19.9925
2016,10,Al Mahwit,oil and fats,Oil (vegetable),280.0,1.1196
2016,10,Al Mahwit,pulses and nuts,Beans (kidney red),475.0,1.8993
2016,10,Al Mahwit,pulses and nuts,Beans (white),400.0,1.5994
2016,10,Al Mahwit,pulses and nuts,Lentils,400.0,1.5994
2016,10,Al Mahwit,pulses and nuts,"Peas (yellow, split)",400.0,1.5994
2016,10,Al Mahwit,vegetables and fruits,Onions,248.0,0.9916
2016,10,Al Mahwit,vegetables and fruits,Tomatoes,300.0,1.1996
2016,11,Al Mahwit,cereals and tubers,Potatoes,350.0,1.3995
2016,11,Al Mahwit,cereals and tubers,Rice (imported),402.0,1.6074
2016,11,Al Mahwit,cereals and tubers,Wheat,132.0,0.5278
2016,11,Al Mahwit,cereals and tubers,Wheat flour,152.0,0.6078
2016,11,Al Mahwit,"meat, fish and eggs",Eggs,36.0,0.1439
2016,11,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",20000.0,79.9701
2016,11,Al Mahwit,miscellaneous food,Salt,120.0,0.4798
2016,11,Al Mahwit,miscellaneous food,Sugar,249.0,0.9956
2016,11,Al Mahwit,non-food,Exchange rate (unofficial),313.75,1.2545
2016,11,Al Mahwit,non-food,Fuel (diesel),188.0,0.7517
2016,11,Al Mahwit,non-food,Fuel (gas),4000.0,15.994
2016,11,Al Mahwit,non-food,Fuel (petrol-gasoline),240.0,0.9596
2016,11,Al Mahwit,non-food,Milling cost (wheat),1000.0,3.9985
2016,11,Al Mahwit,non-food,Wage (non-qualified labour),3000.0,11.9955
2016,11,Al Mahwit,non-food,Wage (qualified labour),5000.0,19.9925
2016,11,Al Mahwit,oil and fats,Oil (vegetable),285.0,1.1396
2016,11,Al Mahwit,pulses and nuts,Beans (kidney red),500.0,1.9993
2016,11,Al Mahwit,pulses and nuts,Beans (white),400.0,1.5994
2016,11,Al Mahwit,pulses and nuts,Lentils,400.0,1.5994
2016,11,Al Mahwit,pulses and nuts,"Peas (yellow, split)",400.0,1.5994
2016,11,Al Mahwit,vegetables and fruits,Onions,268.0,1.0716
2016,11,Al Mahwit,vegetables and fruits,Tomatoes,343.0,1.3715
2016,12,Al Mahwit,cereals and tubers,Potatoes,275.0,1.0996
2016,12,Al Mahwit,cereals and tubers,Rice (imported),400.0,1.5994
2016,12,Al Mahwit,cereals and tubers,Wheat,120.0,0.4798
2016,12,Al Mahwit,cereals and tubers,Wheat flour,150.0,0.5998
2016,12,Al Mahwit,"meat, fish and eggs",Eggs,35.0,0.1399
2016,12,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",20000.0,79.9701
2016,12,Al Mahwit,miscellaneous food,Salt,100.0,0.3999
2016,12,Al Mahwit,miscellaneous food,Sugar,250.0,0.9996
2016,12,Al Mahwit,non-food,Exchange rate (unofficial),315.0,1.2595
2016,12,Al Mahwit,non-food,Fuel (diesel),195.0,0.7797
2016,12,Al Mahwit,non-food,Fuel (gas),2850.0,11.3957
2016,12,Al Mahwit,non-food,Fuel (petrol-gasoline),234.0,0.9357
2016,12,Al Mahwit,non-food,Milling cost (wheat),1000.0,3.9985
2016,12,Al Mahwit,non-food,Wage (non-qualified labour),3000.0,11.9955
2016,12,Al Mahwit,non-food,Wage (qualified labour),5000.0,19.9925
2016,12,Al Mahwit,oil and fats,Oil (vegetable),280.0,1.1196
2016,12,Al Mahwit,pulses and nuts,Beans (kidney red),500.0,1.9993
2016,12,Al Mahwit,pulses and nuts,Beans (white),400.0,1.5994
2016,12,Al Mahwit,pulses and nuts,Lentils,400.0,1.5994
2016,12,Al Mahwit,pulses and nuts,"Peas (yellow, split)",400.0,1.5994
2016,12,Al Mahwit,vegetables and fruits,Onions,238.0,0.9516
2016,12,Al Mahwit,vegetables and fruits,Tomatoes,275.0,1.0996
2017,1,Al Mahwit,cereals and tubers,Potatoes,275.0,1.0996
2017,1,Al Mahwit,cereals and tubers,Rice (imported),350.0,1.3995
2017,1,Al Mahwit,cereals and tubers,Wheat,125.0,0.4998
2017,1,Al Mahwit,cereals and tubers,Wheat flour,155.0,0.6198
2017,1,Al Mahwit,"meat, fish and eggs",Eggs,35.0,0.1399
2017,1,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",22500.0,89.9664
2017,1,Al Mahwit,miscellaneous food,Salt,80.0,0.3199
2017,1,Al Mahwit,miscellaneous food,Sugar,250.0,0.9996
2017,1,Al Mahwit,non-food,Exchange rate (unofficial),320.0,1.2795
2017,1,Al Mahwit,non-food,Fuel (diesel),235.0,0.9396
2017,1,Al Mahwit,non-food,Fuel (gas),2800.0,11.1958
2017,1,Al Mahwit,non-food,Fuel (petrol-gasoline),244.0,0.9756
2017,1,Al Mahwit,non-food,Milling cost (wheat),1000.0,3.9985
2017,1,Al Mahwit,non-food,Wage (non-qualified labour),3000.0,11.9955
2017,1,Al Mahwit,non-food,Wage (qualified labour),5000.0,19.9925
2017,1,Al Mahwit,oil and fats,Oil (vegetable),311.0,1.2435
2017,1,Al Mahwit,pulses and nuts,Beans (kidney red),500.0,1.9993
2017,1,Al Mahwit,pulses and nuts,Beans (white),400.0,1.5994
2017,1,Al Mahwit,pulses and nuts,Lentils,400.0,1.5994
2017,1,Al Mahwit,pulses and nuts,"Peas (yellow, split)",400.0,1.5994
2017,1,Al Mahwit,vegetables and fruits,Onions,150.0,0.5998
2017,1,Al Mahwit,vegetables and fruits,Tomatoes,188.0,0.7517
2017,2,Al Mahwit,cereals and tubers,Potatoes,300.0,1.1996
2017,2,Al Mahwit,cereals and tubers,Rice (imported),350.0,1.3995
2017,2,Al Mahwit,cereals and tubers,Wheat,130.0,0.5198
2017,2,Al Mahwit,cereals and tubers,Wheat flour,160.0,0.6398
2017,2,Al Mahwit,"meat, fish and eggs",Eggs,35.0,0.1399
2017,2,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",25000.0,99.9626
2017,2,Al Mahwit,miscellaneous food,Salt,80.0,0.3199
2017,2,Al Mahwit,miscellaneous food,Sugar,255.0,1.0196
2017,2,Al Mahwit,non-food,Exchange rate (unofficial),347.5,1.3895
2017,2,Al Mahwit,non-food,Fuel (diesel),250.0,0.9996
2017,2,Al Mahwit,non-food,Fuel (gas),3175.0,12.6953
2017,2,Al Mahwit,non-food,Fuel (petrol-gasoline),300.0,1.1996
2017,2,Al Mahwit,non-food,Milling cost (wheat),1000.0,3.9985
2017,2,Al Mahwit,non-food,Wage (non-qualified labour),3000.0,11.9955
2017,2,Al Mahwit,non-food,Wage (qualified labour),5000.0,19.9925
2017,2,Al Mahwit,oil and fats,Oil (vegetable),348.0,1.3915
2017,2,Al Mahwit,pulses and nuts,Beans (kidney red),495.0,1.9793
2017,2,Al Mahwit,pulses and nuts,Beans (white),400.0,1.5994
2017,2,Al Mahwit,pulses and nuts,Lentils,438.0,1.7513
2017,2,Al Mahwit,pulses and nuts,"Peas (yellow, split)",400.0,1.5994
2017,2,Al Mahwit,vegetables and fruits,Onions,188.0,0.7517
2017,2,Al Mahwit,vegetables and fruits,Tomatoes,200.0,0.7997
2017,3,Al Mahwit,cereals and tubers,Potatoes,275.0,1.0996
2017,3,Al Mahwit,cereals and tubers,Rice (imported),388.0,1.5514
2017,3,Al Mahwit,cereals and tubers,Wheat,130.0,0.5198
2017,3,Al Mahwit,cereals and tubers,Wheat flour,153.0,0.6118
2017,3,Al Mahwit,"meat, fish and eggs",Eggs,34.0,0.1359
2017,3,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",25000.0,99.9626
2017,3,Al Mahwit,miscellaneous food,Salt,80.0,0.3199
2017,3,Al Mahwit,miscellaneous food,Sugar,270.0,1.0796
2017,3,Al Mahwit,non-food,Exchange rate (unofficial),351.25,1.4045
2017,3,Al Mahwit,non-food,Fuel (diesel),225.0,0.8997
2017,3,Al Mahwit,non-food,Fuel (gas),3300.0,13.1951
2017,3,Al Mahwit,non-food,Fuel (petrol-gasoline),288.0,1.1516
2017,3,Al Mahwit,non-food,Milling cost (wheat),1000.0,3.9985
2017,3,Al Mahwit,non-food,Wage (non-qualified labour),3000.0,11.9955
2017,3,Al Mahwit,non-food,Wage (qualified labour),5000.0,19.9925
2017,3,Al Mahwit,oil and fats,Oil (vegetable),350.0,1.3995
2017,3,Al Mahwit,pulses and nuts,Beans (kidney red),450.0,1.7993
2017,3,Al Mahwit,pulses and nuts,Beans (white),400.0,1.5994
2017,3,Al Mahwit,pulses and nuts,Lentils,450.0,1.7993
2017,3,Al Mahwit,pulses and nuts,"Peas (yellow, split)",350.0,1.3995
2017,3,Al Mahwit,vegetables and fruits,Onions,188.0,0.7517
2017,3,Al Mahwit,vegetables and fruits,Tomatoes,200.0,0.7997
2017,4,Al Mahwit,cereals and tubers,Potatoes,250.0,0.9996
2017,4,Al Mahwit,cereals and tubers,Rice (imported),400.0,1.5994
2017,4,Al Mahwit,cereals and tubers,Wheat,130.0,0.5198
2017,4,Al Mahwit,cereals and tubers,Wheat flour,150.0,0.5998
2017,4,Al Mahwit,"meat, fish and eggs",Eggs,35.0,0.1399
2017,4,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",22500.0,89.9664
2017,4,Al Mahwit,miscellaneous food,Salt,80.0,0.3199
2017,4,Al Mahwit,miscellaneous food,Sugar,275.0,1.0996
2017,4,Al Mahwit,non-food,Exchange rate (unofficial),362.5,1.4495
2017,4,Al Mahwit,non-food,Fuel (diesel),250.0,0.9996
2017,4,Al Mahwit,non-food,Fuel (gas),3300.0,13.1951
2017,4,Al Mahwit,non-food,Fuel (petrol-gasoline),300.0,1.1996
2017,4,Al Mahwit,non-food,Milling cost (wheat),1000.0,3.9985
2017,4,Al Mahwit,non-food,Wage (non-qualified labour),3000.0,11.9955
2017,4,Al Mahwit,non-food,Wage (qualified labour),5000.0,19.9925
2017,4,Al Mahwit,oil and fats,Oil (vegetable),350.0,1.3995
2017,4,Al Mahwit,pulses and nuts,Beans (kidney red),450.0,1.7993
2017,4,Al Mahwit,pulses and nuts,Beans (white),375.0,1.4994
2017,4,Al Mahwit,pulses and nuts,Lentils,450.0,1.7993
2017,4,Al Mahwit,pulses and nuts,"Peas (yellow, split)",275.0,1.0996
2017,4,Al Mahwit,vegetables and fruits,Onions,200.0,0.7997
2017,4,Al Mahwit,vegetables and fruits,Tomatoes,200.0,0.7997
2017,5,Al Mahwit,cereals and tubers,Potatoes,163.0,0.6518
2017,5,Al Mahwit,cereals and tubers,Rice (imported),400.0,1.5994
2017,5,Al Mahwit,cereals and tubers,Wheat,150.0,0.5998
2017,5,Al Mahwit,cereals and tubers,Wheat flour,200.0,0.7997
2017,5,Al Mahwit,"meat, fish and eggs",Eggs,30.0,0.12
2017,5,Al Mahwit,"meat, fish and eggs","Livestock (sheep, two-year-old male)",30000.0,119.9552
2017,5,Al Mahwit,miscellaneous food,Salt,100.0,0.3999
2017,5,Al Mahwit,miscellaneous food,Sugar,300.0,1.1996
2017,5,Al Mahwit,non-food,Exchange rate (unofficial),366.25,1.4645
2017,5,Al Mahwit,non-food,Fuel (diesel),275.0,1.0996
2017,5,Al Mahwit,non-food,Fuel (gas),4025.0,16.094
2017,5,Al Mahwit,non-food,Fuel (petrol-gasoline),300.0,1.1996
2017,5,Al Mahwit,non-food,Milling cost (wheat),1000.0,3.9985
